k_x	k_y	k_z	k_A	k_B	k_C	damp_t	damp_r	success	partialSuccess	
311.0	434.0	261.0	8.0	75.0	164.0	0.3	0.8	false	true
307.0	582.0	172.0	8.0	15.0	158.0	0.6	0.2	false	false
391.0	316.0	200.0	8.0	40.0	198.0	0.5	0.6	false	true
418.0	537.0	91.0	10.0	23.0	153.0	0.4	0.8	false	true
572.0	348.0	132.0	7.0	80.0	154.0	0.8	0.2	false	true
624.0	656.0	76.0	6.0	70.0	192.0	0.9	0.4	false	true
572.0	408.0	269.0	8.0	59.0	88.0	0.8	0.8	false	true
329.0	529.0	155.0	5.0	102.0	8.0	0.3	0.2	false	false
452.0	606.0	213.0	10.0	154.0	5.0	0.3	0.7	false	false
500.0	360.0	93.0	7.0	144.0	10.0	0.2	0.8	false	false
607.0	496.0	218.0	7.0	93.0	10.0	0.6	0.3	false	false
304.0	652.0	63.0	5.0	95.0	9.0	0.5	0.5	false	false
634.0	465.0	136.0	9.0	98.0	6.0	0.7	0.8	false	false
317.0	696.0	236.0	8.0	103.0	7.0	0.8	0.1	false	false
470.0	675.0	193.0	9.0	118.0	10.0	0.8	0.6	false	false
596.0	330.0	142.0	9.0	135.0	8.0	0.8	0.8	false	false
511.0	349.0	286.0	5.0	200.0	23.0	0.3	0.3	false	false
499.0	582.0	246.0	6.0	125.0	68.0	0.2	0.5	false	true
641.0	515.0	101.0	7.0	171.0	39.0	0.2	0.8	false	false
447.0	479.0	284.0	10.0	189.0	37.0	0.7	0.2	false	true
640.0	490.0	131.0	7.0	171.0	31.0	0.6	0.6	false	false
657.0	374.0	113.0	7.0	198.0	71.0	0.5	0.9	false	true
430.0	444.0	87.0	10.0	85.0	43.0	0.8	0.2	false	true
426.0	603.0	198.0	5.0	111.0	43.0	0.9	0.7	false	true
510.0	419.0	201.0	6.0	200.0	69.0	0.9	0.8	false	true
579.0	302.0	251.0	5.0	129.0	182.0	0.3	0.3	false	true
366.0	381.0	231.0	7.0	137.0	104.0	0.2	0.5	false	true
473.0	581.0	134.0	5.0	98.0	193.0	0.1	0.8	false	true
651.0	607.0	217.0	6.0	157.0	144.0	0.6	0.1	false	true
375.0	389.0	95.0	9.0	134.0	134.0	0.7	0.4	false	true
453.0	558.0	239.0	10.0	151.0	143.0	0.5	0.9	false	true
456.0	355.0	205.0	9.0	139.0	161.0	0.9	0.3	false	true
617.0	567.0	181.0	7.0	178.0	157.0	0.8	0.6	false	true
432.0	397.0	182.0	5.0	176.0	144.0	0.9	0.9	false	true
420.0	316.0	151.0	40.0	7.0	9.0	0.2	0.3	false	false
546.0	618.0	116.0	52.0	10.0	10.0	0.3	0.6	false	false
432.0	683.0	240.0	34.0	6.0	10.0	0.2	0.8	false	false
514.0	541.0	125.0	65.0	5.0	10.0	0.5	0.3	false	false
330.0	341.0	262.0	54.0	8.0	5.0	0.7	0.6	false	false
666.0	497.0	260.0	51.0	9.0	8.0	0.6	0.9	false	false
382.0	667.0	175.0	79.0	5.0	10.0	0.9	0.1	false	false
619.0	554.0	289.0	22.0	7.0	9.0	0.8	0.5	false	false
686.0	358.0	269.0	76.0	5.0	5.0	0.8	0.9	false	false
624.0	643.0	68.0	17.0	7.0	53.0	0.2	0.3	false	false
454.0	590.0	80.0	11.0	8.0	77.0	0.2	0.7	false	false
556.0	687.0	93.0	29.0	6.0	20.0	0.2	0.8	false	false
483.0	426.0	126.0	70.0	8.0	48.0	0.4	0.2	false	false
444.0	489.0	211.0	54.0	5.0	64.0	0.4	0.5	false	false
664.0	560.0	59.0	79.0	7.0	28.0	0.4	0.8	false	false
456.0	512.0	245.0	75.0	7.0	69.0	0.9	0.1	false	false
662.0	674.0	193.0	29.0	6.0	41.0	0.8	0.7	false	false
363.0	520.0	218.0	57.0	6.0	71.0	0.8	0.8	false	false
343.0	343.0	146.0	53.0	9.0	94.0	0.1	0.3	false	false
642.0	341.0	195.0	31.0	5.0	89.0	0.1	0.6	false	false
373.0	486.0	171.0	29.0	9.0	106.0	0.1	0.9	false	false
376.0	518.0	157.0	51.0	6.0	108.0	0.6	0.3	false	false
507.0	669.0	98.0	20.0	5.0	194.0	0.5	0.4	false	false
463.0	625.0	80.0	65.0	8.0	125.0	0.7	0.8	false	false
321.0	491.0	99.0	69.0	9.0	173.0	0.8	0.2	false	false
337.0	505.0	69.0	53.0	5.0	192.0	0.8	0.5	false	false
355.0	301.0	250.0	33.0	5.0	168.0	0.9	0.8	false	false
663.0	436.0	111.0	49.0	17.0	8.0	0.1	0.1	false	false
424.0	515.0	85.0	36.0	77.0	6.0	0.1	0.4	false	false
481.0	356.0	115.0	47.0	75.0	8.0	0.3	0.9	false	false
646.0	358.0	293.0	53.0	52.0	9.0	0.7	0.1	false	false
382.0	544.0	117.0	21.0	63.0	6.0	0.4	0.4	false	false
591.0	699.0	194.0	70.0	71.0	6.0	0.6	0.9	false	false
360.0	411.0	210.0	45.0	69.0	6.0	0.9	0.3	false	false
602.0	437.0	159.0	44.0	46.0	7.0	0.8	0.4	false	false
512.0	674.0	69.0	42.0	20.0	8.0	0.9	0.8	false	false
534.0	557.0	163.0	56.0	24.0	12.0	0.3	0.1	false	false
307.0	598.0	296.0	16.0	59.0	72.0	0.3	0.7	false	true
498.0	631.0	233.0	44.0	30.0	14.0	0.1	0.9	false	false
434.0	579.0	235.0	69.0	68.0	70.0	0.6	0.2	false	true
571.0	643.0	271.0	13.0	68.0	65.0	0.7	0.6	false	true
309.0	341.0	183.0	21.0	77.0	75.0	0.6	0.9	false	true
389.0	523.0	219.0	51.0	47.0	60.0	0.9	0.3	false	true
424.0	312.0	281.0	66.0	54.0	65.0	0.8	0.7	false	true
560.0	381.0	180.0	80.0	52.0	19.0	0.8	0.8	false	false
301.0	625.0	244.0	26.0	13.0	173.0	0.2	0.2	false	false
617.0	444.0	155.0	34.0	47.0	146.0	0.3	0.4	false	true
439.0	534.0	56.0	72.0	29.0	99.0	0.3	0.9	false	true
662.0	582.0	88.0	13.0	63.0	127.0	0.4	0.3	false	true
352.0	468.0	181.0	53.0	39.0	200.0	0.6	0.6	false	true
381.0	574.0	67.0	37.0	50.0	176.0	0.7	0.9	false	true
448.0	673.0	58.0	77.0	62.0	98.0	0.9	0.3	false	true
580.0	545.0	215.0	78.0	36.0	109.0	0.9	0.5	false	true
375.0	622.0	273.0	16.0	73.0	198.0	0.9	0.9	false	true
593.0	423.0	213.0	13.0	127.0	9.0	0.3	0.3	false	false
374.0	528.0	112.0	61.0	146.0	7.0	0.3	0.5	false	false
568.0	356.0	124.0	24.0	197.0	6.0	0.1	0.8	false	false
695.0	393.0	299.0	28.0	133.0	8.0	0.4	0.1	false	false
543.0	626.0	166.0	59.0	172.0	9.0	0.4	0.5	false	false
375.0	402.0	283.0	23.0	112.0	6.0	0.4	0.9	false	false
553.0	398.0	267.0	31.0	145.0	9.0	0.9	0.3	false	false
413.0	380.0	190.0	28.0	163.0	7.0	0.8	0.4	false	false
352.0	602.0	53.0	72.0	163.0	5.0	0.8	0.8	false	false
640.0	551.0	159.0	31.0	90.0	58.0	0.2	0.3	false	true
613.0	332.0	77.0	32.0	185.0	68.0	0.3	0.4	false	true
423.0	689.0	194.0	55.0	81.0	39.0	0.2	0.9	false	true
536.0	329.0	116.0	28.0	167.0	69.0	0.4	0.2	false	true
366.0	393.0	74.0	27.0	133.0	77.0	0.5	0.5	false	true
620.0	311.0	167.0	50.0	185.0	17.0	0.6	0.9	false	false
397.0	319.0	235.0	77.0	198.0	76.0	0.8	0.3	false	true
435.0	526.0	78.0	15.0	120.0	64.0	0.8	0.5	false	true
641.0	453.0	277.0	23.0	86.0	13.0	0.8	0.8	false	false
566.0	519.0	270.0	76.0	156.0	113.0	0.1	0.1	false	true
540.0	424.0	297.0	57.0	145.0	122.0	0.2	0.6	false	true
351.0	485.0	187.0	16.0	112.0	100.0	0.1	0.8	false	true
349.0	599.0	177.0	58.0	175.0	135.0	0.6	0.3	false	true
355.0	661.0	150.0	27.0	119.0	106.0	0.4	0.5	false	true
636.0	385.0	137.0	42.0	90.0	181.0	0.5	0.8	false	true
369.0	361.0	73.0	39.0	174.0	121.0	0.8	0.2	false	true
582.0	455.0	99.0	59.0	177.0	141.0	0.9	0.6	false	true
568.0	647.0	177.0	65.0	81.0	171.0	0.8	0.8	false	true
620.0	346.0	104.0	166.0	7.0	10.0	0.3	0.3	false	false
672.0	669.0	104.0	178.0	5.0	8.0	0.1	0.7	false	false
407.0	591.0	239.0	99.0	10.0	7.0	0.1	0.8	false	false
476.0	457.0	216.0	159.0	7.0	6.0	0.4	0.1	false	false
359.0	400.0	201.0	82.0	9.0	5.0	0.4	0.4	false	false
523.0	634.0	74.0	181.0	9.0	7.0	0.5	0.9	false	false
381.0	684.0	63.0	89.0	9.0	7.0	0.9	0.3	false	false
338.0	432.0	145.0	93.0	8.0	6.0	0.8	0.4	false	false
522.0	666.0	66.0	99.0	7.0	6.0	0.9	0.8	false	false
444.0	665.0	189.0	139.0	9.0	65.0	0.1	0.2	false	false
593.0	372.0	126.0	191.0	5.0	37.0	0.2	0.7	false	false
407.0	386.0	271.0	197.0	9.0	11.0	0.2	0.8	false	false
455.0	435.0	224.0	96.0	10.0	45.0	0.4	0.2	false	false
416.0	674.0	259.0	97.0	9.0	27.0	0.6	0.5	false	false
441.0	614.0	166.0	190.0	6.0	60.0	0.4	0.8	false	false
352.0	450.0	234.0	136.0	9.0	42.0	0.8	0.3	false	false
622.0	568.0	91.0	163.0	8.0	42.0	0.8	0.4	false	false
678.0	411.0	240.0	150.0	10.0	68.0	0.8	0.9	false	false
464.0	680.0	94.0	121.0	7.0	123.0	0.3	0.1	false	false
694.0	488.0	55.0	107.0	5.0	85.0	0.2	0.5	false	false
473.0	401.0	282.0	83.0	9.0	124.0	0.2	0.9	false	false
310.0	402.0	64.0	83.0	6.0	153.0	0.4	0.3	false	false
562.0	659.0	273.0	105.0	5.0	101.0	0.5	0.6	false	false
435.0	699.0	196.0	194.0	6.0	182.0	0.5	0.8	false	false
431.0	360.0	244.0	157.0	6.0	189.0	0.8	0.1	false	false
577.0	523.0	179.0	189.0	9.0	136.0	0.9	0.4	false	false
415.0	665.0	200.0	165.0	9.0	156.0	0.8	0.8	false	false
367.0	394.0	199.0	94.0	55.0	10.0	0.3	0.2	false	false
649.0	423.0	185.0	97.0	57.0	5.0	0.3	0.4	false	false
680.0	590.0	119.0	123.0	36.0	7.0	0.3	0.9	false	false
532.0	582.0	98.0	162.0	20.0	8.0	0.7	0.1	false	false
601.0	508.0	101.0	106.0	53.0	9.0	0.4	0.5	false	false
498.0	540.0	78.0	180.0	69.0	6.0	0.6	0.8	false	false
435.0	628.0	294.0	135.0	31.0	7.0	0.8	0.2	false	false
310.0	641.0	296.0	107.0	38.0	5.0	0.8	0.7	false	false
531.0	397.0	76.0	152.0	59.0	9.0	0.8	0.9	false	false
376.0	624.0	73.0	137.0	38.0	36.0	0.2	0.2	false	false
654.0	413.0	261.0	131.0	62.0	18.0	0.3	0.4	false	false
645.0	373.0	209.0	185.0	67.0	21.0	0.3	0.8	false	false
594.0	418.0	180.0	180.0	36.0	34.0	0.6	0.1	false	false
387.0	506.0	115.0	139.0	34.0	19.0	0.4	0.5	false	false
582.0	454.0	65.0	126.0	56.0	34.0	0.4	0.9	false	false
635.0	325.0	84.0	143.0	46.0	74.0	0.9	0.3	false	true
367.0	497.0	137.0	150.0	54.0	39.0	0.8	0.6	false	true
623.0	555.0	100.0	148.0	22.0	20.0	0.8	0.8	false	false
664.0	691.0	270.0	88.0	26.0	94.0	0.3	0.1	false	true
630.0	338.0	238.0	131.0	55.0	121.0	0.3	0.4	false	true
566.0	472.0	66.0	127.0	78.0	151.0	0.3	0.9	false	true
505.0	321.0	153.0	179.0	14.0	116.0	0.4	0.1	false	false
359.0	634.0	181.0	138.0	70.0	160.0	0.5	0.5	false	true
443.0	603.0	229.0	155.0	46.0	131.0	0.7	0.8	false	true
449.0	482.0	121.0	158.0	38.0	116.0	0.8	0.3	false	true
527.0	688.0	52.0	178.0	47.0	85.0	0.9	0.4	false	false
619.0	695.0	222.0	100.0	11.0	94.0	0.8	0.9	false	false
532.0	505.0	207.0	118.0	139.0	5.0	0.2	0.1	false	false
369.0	411.0	138.0	141.0	170.0	9.0	0.2	0.5	false	false
514.0	494.0	87.0	85.0	88.0	6.0	0.1	0.9	false	false
477.0	335.0	226.0	127.0	105.0	5.0	0.4	0.3	false	false
532.0	330.0	253.0	91.0	197.0	5.0	0.6	0.5	false	false
378.0	440.0	230.0	127.0	113.0	10.0	0.7	0.9	false	false
500.0	597.0	226.0	140.0	140.0	5.0	0.8	0.2	false	false
373.0	406.0	281.0	87.0	186.0	5.0	0.9	0.6	false	false
575.0	645.0	172.0	189.0	128.0	5.0	0.9	0.9	false	false
515.0	697.0	169.0	113.0	114.0	74.0	0.3	0.1	false	true
656.0	646.0	73.0	173.0	123.0	36.0	0.1	0.4	false	false
421.0	498.0	253.0	108.0	109.0	75.0	0.3	0.8	false	true
619.0	367.0	91.0	140.0	186.0	39.0	0.7	0.2	false	true
636.0	698.0	232.0	198.0	114.0	67.0	0.4	0.4	false	true
626.0	528.0	179.0	118.0	144.0	52.0	0.5	0.9	false	true
659.0	458.0	181.0	117.0	172.0	21.0	0.8	0.3	false	true
631.0	326.0	254.0	158.0	102.0	20.0	0.8	0.5	false	true
466.0	528.0	267.0	192.0	193.0	78.0	0.9	0.9	false	true
318.0	338.0	160.0	171.0	189.0	167.0	0.2	0.2	false	true
558.0	433.0	66.0	180.0	198.0	181.0	0.1	0.6	false	true
464.0	668.0	90.0	121.0	139.0	117.0	0.3	0.9	false	true
529.0	677.0	75.0	135.0	181.0	185.0	0.5	0.1	false	true
627.0	426.0	185.0	183.0	99.0	180.0	0.6	0.4	false	true
675.0	467.0	240.0	154.0	190.0	158.0	0.5	0.8	false	true
345.0	587.0	103.0	174.0	118.0	198.0	0.9	0.3	false	true
681.0	446.0	280.0	172.0	193.0	177.0	0.8	0.6	false	true
618.0	459.0	247.0	140.0	158.0	136.0	0.9	0.9	false	true
333.0	604.0	668.0	9.0	7.0	5.0	0.3	0.1	false	false
321.0	376.0	694.0	6.0	7.0	6.0	0.1	0.6	false	false
637.0	579.0	480.0	5.0	9.0	5.0	0.2	0.9	false	false
308.0	512.0	627.0	10.0	7.0	8.0	0.4	0.2	false	false
413.0	333.0	389.0	9.0	8.0	10.0	0.6	0.6	false	false
659.0	367.0	653.0	10.0	8.0	5.0	0.6	0.9	false	false
489.0	637.0	434.0	8.0	7.0	5.0	0.8	0.2	false	false
388.0	692.0	578.0	8.0	7.0	10.0	0.9	0.7	false	false
383.0	326.0	612.0	6.0	10.0	8.0	0.9	0.8	false	false
555.0	314.0	477.0	10.0	8.0	48.0	0.3	0.1	false	false
627.0	584.0	633.0	6.0	9.0	69.0	0.3	0.7	false	false
576.0	400.0	686.0	10.0	6.0	46.0	0.3	0.8	false	false
371.0	536.0	419.0	10.0	6.0	43.0	0.4	0.2	false	false
455.0	330.0	362.0	7.0	7.0	32.0	0.7	0.4	false	false
535.0	661.0	540.0	5.0	8.0	64.0	0.7	0.9	false	false
362.0	319.0	605.0	10.0	9.0	71.0	0.8	0.2	false	false
459.0	639.0	511.0	9.0	8.0	59.0	0.9	0.7	false	false
481.0	331.0	528.0	5.0	6.0	22.0	0.8	0.9	false	false
450.0	353.0	385.0	7.0	6.0	181.0	0.3	0.2	false	false
463.0	688.0	337.0	8.0	7.0	173.0	0.2	0.7	false	false
347.0	512.0	309.0	8.0	8.0	176.0	0.3	0.9	false	false
541.0	526.0	409.0	7.0	7.0	182.0	0.4	0.3	false	false
544.0	545.0	694.0	10.0	10.0	116.0	0.5	0.5	false	false
547.0	590.0	693.0	6.0	7.0	86.0	0.4	0.8	false	false
443.0	684.0	365.0	8.0	9.0	141.0	0.8	0.3	false	false
581.0	661.0	338.0	6.0	8.0	117.0	0.8	0.6	false	false
310.0	618.0	681.0	10.0	9.0	197.0	0.8	0.9	false	false
491.0	465.0	562.0	5.0	20.0	6.0	0.2	0.1	false	false
308.0	521.0	616.0	10.0	74.0	9.0	0.2	0.6	false	false
304.0	601.0	411.0	7.0	21.0	5.0	0.3	0.9	false	false
645.0	544.0	341.0	10.0	70.0	9.0	0.4	0.2	false	false
554.0	544.0	430.0	6.0	63.0	5.0	0.4	0.5	false	false
393.0	440.0	326.0	5.0	22.0	5.0	0.6	0.9	false	false
388.0	307.0	452.0	6.0	35.0	5.0	0.8	0.2	false	false
442.0	553.0	539.0	9.0	66.0	7.0	0.8	0.4	false	false
627.0	683.0	566.0	5.0	35.0	8.0	0.8	0.9	false	false
646.0	417.0	597.0	5.0	41.0	67.0	0.3	0.2	false	true
581.0	321.0	670.0	6.0	16.0	78.0	0.2	0.4	false	true
366.0	562.0	463.0	5.0	45.0	43.0	0.1	0.8	false	false
697.0	353.0	372.0	10.0	46.0	74.0	0.5	0.3	false	true
437.0	684.0	570.0	6.0	28.0	24.0	0.5	0.6	false	false
572.0	613.0	665.0	6.0	35.0	48.0	0.5	0.8	false	true
610.0	473.0	481.0	5.0	29.0	70.0	0.8	0.1	false	true
641.0	531.0	324.0	5.0	39.0	23.0	0.9	0.6	false	false
432.0	622.0	515.0	6.0	70.0	28.0	0.8	0.8	false	true
366.0	351.0	562.0	9.0	13.0	182.0	0.1	0.3	false	false
582.0	435.0	581.0	5.0	32.0	180.0	0.3	0.6	false	true
696.0	596.0	677.0	8.0	25.0	193.0	0.1	0.9	false	true
567.0	629.0	664.0	9.0	26.0	154.0	0.6	0.3	true	true
515.0	697.0	580.0	9.0	24.0	184.0	0.5	0.5	false	true
682.0	549.0	441.0	7.0	66.0	157.0	0.7	0.9	false	true
558.0	393.0	308.0	9.0	73.0	144.0	0.9	0.1	false	true
530.0	452.0	501.0	6.0	78.0	169.0	0.9	0.4	false	true
653.0	469.0	565.0	7.0	38.0	107.0	0.8	0.9	false	true
304.0	610.0	341.0	8.0	122.0	6.0	0.2	0.3	false	false
367.0	490.0	553.0	8.0	83.0	7.0	0.1	0.6	false	false
682.0	416.0	684.0	5.0	100.0	9.0	0.2	0.9	false	false
668.0	376.0	333.0	8.0	197.0	9.0	0.4	0.2	false	false
440.0	690.0	359.0	8.0	145.0	9.0	0.7	0.4	false	false
433.0	595.0	659.0	10.0	178.0	9.0	0.7	0.8	false	false
302.0	591.0	428.0	8.0	90.0	7.0	0.9	0.2	false	false
667.0	575.0	601.0	5.0	159.0	9.0	0.8	0.4	false	false
398.0	521.0	350.0	7.0	100.0	8.0	0.9	0.9	false	false
683.0	660.0	617.0	10.0	181.0	54.0	0.1	0.1	false	true
335.0	657.0	690.0	6.0	196.0	39.0	0.1	0.7	false	true
594.0	572.0	476.0	10.0	146.0	62.0	0.2	0.9	false	true
575.0	534.0	406.0	10.0	96.0	64.0	0.5	0.3	false	true
587.0	418.0	517.0	7.0	183.0	36.0	0.4	0.4	false	true
516.0	502.0	583.0	9.0	165.0	59.0	0.4	0.9	false	true
478.0	532.0	404.0	9.0	195.0	78.0	0.9	0.1	false	true
683.0	317.0	373.0	10.0	132.0	49.0	0.8	0.6	false	true
302.0	393.0	590.0	8.0	154.0	42.0	0.9	0.9	false	true
517.0	321.0	307.0	9.0	97.0	160.0	0.3	0.1	false	true
613.0	610.0	567.0	7.0	200.0	169.0	0.2	0.5	false	true
315.0	478.0	623.0	10.0	179.0	179.0	0.3	0.8	false	true
372.0	341.0	475.0	8.0	125.0	130.0	0.5	0.3	false	true
628.0	495.0	367.0	10.0	87.0	150.0	0.4	0.6	false	true
491.0	333.0	515.0	8.0	106.0	130.0	0.4	0.8	false	true
633.0	517.0	567.0	10.0	136.0	114.0	0.9	0.1	false	true
393.0	573.0	618.0	7.0	174.0	174.0	0.9	0.6	false	true
665.0	507.0	638.0	7.0	144.0	163.0	0.8	0.9	false	true
424.0	549.0	435.0	32.0	6.0	9.0	0.3	0.2	false	false
487.0	458.0	522.0	14.0	9.0	6.0	0.2	0.4	false	false
699.0	567.0	436.0	70.0	7.0	10.0	0.3	0.9	false	false
378.0	486.0	683.0	68.0	8.0	7.0	0.6	0.3	false	false
546.0	424.0	364.0	54.0	9.0	9.0	0.7	0.7	false	false
605.0	674.0	355.0	53.0	5.0	7.0	0.7	0.8	false	false
494.0	656.0	542.0	67.0	7.0	7.0	0.8	0.2	false	false
365.0	301.0	370.0	40.0	6.0	6.0	0.9	0.7	false	false
564.0	498.0	548.0	12.0	5.0	7.0	0.9	0.8	false	false
697.0	586.0	458.0	70.0	7.0	26.0	0.2	0.1	false	false
486.0	304.0	501.0	16.0	10.0	77.0	0.2	0.6	false	false
535.0	502.0	371.0	21.0	7.0	24.0	0.1	0.8	false	false
315.0	589.0	368.0	21.0	7.0	11.0	0.4	0.2	false	false
368.0	367.0	468.0	54.0	5.0	34.0	0.6	0.6	false	false
303.0	505.0	539.0	36.0	9.0	37.0	0.4	0.8	false	false
522.0	318.0	382.0	77.0	8.0	69.0	0.9	0.1	false	false
605.0	527.0	304.0	34.0	5.0	22.0	0.9	0.6	false	false
626.0	489.0	535.0	14.0	6.0	63.0	0.8	0.9	false	false
630.0	552.0	571.0	13.0	9.0	127.0	0.2	0.3	false	false
680.0	371.0	599.0	36.0	9.0	147.0	0.3	0.6	false	false
659.0	501.0	564.0	59.0	5.0	180.0	0.2	0.8	false	false
438.0	507.0	393.0	68.0	5.0	87.0	0.7	0.1	false	false
694.0	492.0	378.0	16.0	8.0	98.0	0.5	0.6	false	false
524.0	658.0	559.0	12.0	6.0	137.0	0.4	0.8	false	false
402.0	500.0	382.0	35.0	10.0	186.0	0.8	0.1	false	false
445.0	568.0	364.0	64.0	9.0	165.0	0.9	0.6	false	false
406.0	454.0	341.0	20.0	8.0	114.0	0.9	0.9	false	false
434.0	660.0	305.0	41.0	49.0	5.0	0.1	0.2	false	false
304.0	681.0	378.0	73.0	67.0	7.0	0.3	0.7	false	false
453.0	508.0	409.0	32.0	69.0	8.0	0.3	0.9	false	false
394.0	507.0	399.0	72.0	73.0	7.0	0.6	0.2	false	false
392.0	596.0	342.0	12.0	12.0	10.0	0.6	0.5	false	false
682.0	405.0	602.0	50.0	22.0	9.0	0.7	0.9	false	false
358.0	513.0	545.0	46.0	19.0	10.0	0.9	0.1	false	false
646.0	429.0	475.0	54.0	32.0	9.0	0.8	0.4	false	false
663.0	466.0	352.0	21.0	19.0	9.0	0.8	0.8	false	false
458.0	511.0	429.0	46.0	72.0	57.0	0.2	0.1	false	true
696.0	415.0	310.0	19.0	72.0	56.0	0.3	0.6	false	true
307.0	320.0	389.0	51.0	37.0	63.0	0.3	0.9	false	true
469.0	325.0	460.0	64.0	79.0	51.0	0.7	0.3	false	true
640.0	525.0	433.0	71.0	44.0	69.0	0.7	0.4	false	true
349.0	640.0	512.0	44.0	18.0	58.0	0.7	0.8	false	false
613.0	516.0	562.0	58.0	43.0	56.0	0.9	0.2	false	true
696.0	492.0	375.0	32.0	32.0	31.0	0.9	0.6	false	false
589.0	511.0	514.0	39.0	55.0	33.0	0.8	0.8	false	false
519.0	471.0	519.0	51.0	52.0	155.0	0.3	0.2	false	true
437.0	629.0	515.0	69.0	28.0	168.0	0.1	0.4	false	true
313.0	583.0	469.0	61.0	67.0	200.0	0.1	0.9	false	true
428.0	436.0	539.0	13.0	14.0	172.0	0.4	0.1	false	false
508.0	392.0	441.0	21.0	31.0	140.0	0.6	0.7	false	true
589.0	464.0	336.0	38.0	80.0	114.0	0.6	0.9	false	true
648.0	439.0	568.0	58.0	38.0	196.0	0.8	0.2	false	true
650.0	598.0	630.0	12.0	22.0	106.0	0.9	0.4	false	true
689.0	525.0	336.0	54.0	66.0	109.0	0.8	0.8	false	true
632.0	439.0	339.0	69.0	189.0	7.0	0.3	0.2	false	false
668.0	434.0	630.0	49.0	155.0	9.0	0.1	0.5	false	false
539.0	652.0	538.0	78.0	120.0	10.0	0.3	0.9	false	false
557.0	550.0	606.0	76.0	169.0	9.0	0.5	0.1	false	false
439.0	569.0	366.0	18.0	192.0	6.0	0.4	0.7	false	false
584.0	397.0	447.0	46.0	105.0	7.0	0.7	0.9	false	false
394.0	485.0	634.0	49.0	199.0	9.0	0.8	0.3	false	false
392.0	571.0	621.0	67.0	98.0	6.0	0.8	0.6	false	false
305.0	452.0	502.0	49.0	111.0	9.0	0.9	0.8	false	false
544.0	314.0	662.0	15.0	168.0	46.0	0.1	0.2	false	true
588.0	311.0	507.0	47.0	130.0	18.0	0.3	0.6	false	false
380.0	301.0	685.0	34.0	95.0	25.0	0.2	0.8	false	false
369.0	526.0	534.0	19.0	160.0	74.0	0.5	0.3	false	true
398.0	671.0	335.0	13.0	166.0	67.0	0.5	0.4	false	true
584.0	367.0	659.0	11.0	160.0	20.0	0.5	0.8	false	false
661.0	529.0	691.0	19.0	92.0	21.0	0.8	0.3	false	true
661.0	395.0	482.0	62.0	87.0	40.0	0.8	0.4	false	true
413.0	518.0	404.0	39.0	154.0	17.0	0.8	0.8	false	false
343.0	477.0	670.0	67.0	132.0	133.0	0.2	0.3	false	true
687.0	349.0	528.0	38.0	177.0	120.0	0.2	0.7	false	true
313.0	645.0	326.0	63.0	88.0	163.0	0.1	0.8	false	true
350.0	596.0	327.0	65.0	103.0	108.0	0.5	0.1	false	true
323.0	421.0	490.0	25.0	98.0	86.0	0.6	0.6	false	true
654.0	546.0	584.0	11.0	109.0	198.0	0.7	0.8	false	true
610.0	518.0	551.0	51.0	137.0	165.0	0.9	0.1	true	true
563.0	675.0	561.0	21.0	153.0	122.0	0.9	0.6	false	true
354.0	311.0	344.0	52.0	98.0	103.0	0.9	0.9	false	true
442.0	591.0	387.0	191.0	6.0	8.0	0.2	0.2	false	false
672.0	540.0	699.0	174.0	9.0	9.0	0.1	0.7	false	false
484.0	515.0	455.0	173.0	10.0	6.0	0.1	0.8	false	false
473.0	597.0	501.0	155.0	8.0	10.0	0.5	0.1	false	false
508.0	373.0	436.0	117.0	9.0	6.0	0.4	0.5	false	false
306.0	613.0	522.0	178.0	5.0	9.0	0.7	0.8	false	false
311.0	345.0	645.0	105.0	10.0	6.0	0.9	0.2	false	false
341.0	582.0	628.0	138.0	6.0	9.0	0.8	0.7	false	false
526.0	402.0	451.0	180.0	6.0	10.0	0.8	0.8	false	false
587.0	637.0	689.0	136.0	6.0	35.0	0.1	0.3	false	false
550.0	383.0	432.0	86.0	10.0	26.0	0.2	0.7	false	false
658.0	471.0	521.0	173.0	9.0	46.0	0.1	0.8	false	false
425.0	675.0	581.0	156.0	6.0	17.0	0.7	0.2	false	false
444.0	521.0	594.0	167.0	7.0	70.0	0.7	0.7	false	false
332.0	666.0	566.0	138.0	6.0	79.0	0.5	0.8	false	false
568.0	669.0	569.0	122.0	5.0	32.0	0.9	0.2	false	false
481.0	680.0	580.0	125.0	7.0	75.0	0.9	0.7	false	false
690.0	416.0	303.0	142.0	10.0	68.0	0.8	0.9	false	false
590.0	449.0	335.0	147.0	6.0	131.0	0.3	0.2	false	false
314.0	582.0	465.0	86.0	8.0	141.0	0.3	0.6	false	false
429.0	498.0	677.0	184.0	6.0	166.0	0.3	0.9	false	false
560.0	589.0	620.0	127.0	7.0	116.0	0.5	0.3	false	false
595.0	566.0	452.0	82.0	10.0	88.0	0.5	0.6	false	false
637.0	512.0	608.0	145.0	8.0	93.0	0.4	0.9	false	false
541.0	600.0	503.0	99.0	9.0	182.0	0.8	0.2	false	false
681.0	404.0	468.0	82.0	8.0	158.0	0.8	0.4	false	false
495.0	431.0	486.0	160.0	7.0	144.0	0.8	0.8	false	false
417.0	687.0	322.0	105.0	48.0	8.0	0.3	0.3	false	false
559.0	584.0	673.0	155.0	56.0	8.0	0.1	0.7	false	false
