k_x	k_y	k_z	k_A	k_B	k_C	damp_t	damp_r	success	partialSuccess	
250.0	734.0	196.0	32.0	55.0	196.0	0.1	0.9	false	true
113.0	905.0	74.0	33.0	56.0	129.0	0.7	0.3	false	true
97.0	924.0	293.0	24.0	52.0	145.0	0.6	0.6	false	true
155.0	934.0	95.0	64.0	50.0	144.0	0.4	0.9	false	true
78.0	824.0	91.0	76.0	17.0	173.0	0.9	0.1	false	false
274.0	800.0	210.0	39.0	11.0	90.0	0.9	0.7	false	false
153.0	784.0	277.0	17.0	29.0	97.0	0.8	0.9	false	true
119.0	840.0	108.0	69.0	133.0	8.0	0.3	0.3	false	false
176.0	706.0	131.0	79.0	137.0	6.0	0.1	0.7	false	false
93.0	858.0	269.0	54.0	195.0	8.0	0.3	0.9	false	false
271.0	717.0	165.0	60.0	178.0	8.0	0.5	0.3	false	false
146.0	746.0	113.0	75.0	193.0	8.0	0.7	0.4	false	false
211.0	757.0	298.0	60.0	188.0	10.0	0.5	0.9	false	false
59.0	913.0	53.0	72.0	134.0	7.0	0.9	0.2	false	false
137.0	894.0	68.0	31.0	110.0	7.0	0.8	0.5	false	false
299.0	965.0	76.0	75.0	180.0	8.0	0.9	0.9	false	false
97.0	999.0	96.0	66.0	90.0	78.0	0.2	0.3	false	true
208.0	903.0	166.0	34.0	175.0	75.0	0.3	0.6	false	true
237.0	946.0	183.0	73.0	111.0	67.0	0.3	0.8	false	true
80.0	891.0	140.0	14.0	130.0	12.0	0.5	0.3	false	false
134.0	890.0	133.0	56.0	183.0	11.0	0.6	0.4	false	false
258.0	985.0	247.0	45.0	124.0	22.0	0.7	0.8	false	false
54.0	879.0	91.0	75.0	117.0	46.0	0.9	0.1	false	true
264.0	872.0	79.0	79.0	115.0	67.0	0.9	0.4	false	true
204.0	702.0	218.0	18.0	164.0	45.0	0.9	0.8	false	true
139.0	826.0	286.0	46.0	163.0	141.0	0.3	0.2	false	true
82.0	937.0	188.0	77.0	118.0	102.0	0.1	0.7	false	true
205.0	768.0	235.0	63.0	164.0	93.0	0.1	0.9	false	true
271.0	798.0	265.0	79.0	135.0	105.0	0.7	0.3	false	true
86.0	827.0	132.0	70.0	146.0	89.0	0.6	0.7	false	true
298.0	889.0	239.0	71.0	156.0	117.0	0.4	0.8	false	true
257.0	960.0	111.0	20.0	133.0	111.0	0.8	0.2	false	true
220.0	702.0	68.0	42.0	198.0	141.0	0.8	0.5	false	true
242.0	748.0	148.0	14.0	115.0	120.0	0.9	0.8	false	true
182.0	935.0	244.0	139.0	10.0	6.0	0.1	0.1	false	false
253.0	978.0	257.0	101.0	9.0	6.0	0.3	0.7	false	false
266.0	757.0	85.0	158.0	8.0	10.0	0.2	0.9	false	false
122.0	879.0	124.0	131.0	5.0	9.0	0.6	0.1	false	false
66.0	787.0	189.0	127.0	6.0	6.0	0.6	0.7	false	false
104.0	1000.0	252.0	153.0	10.0	7.0	0.7	0.9	false	false
120.0	952.0	115.0	115.0	9.0	6.0	0.8	0.3	false	false
119.0	745.0	233.0	106.0	6.0	8.0	0.9	0.4	false	false
144.0	866.0	134.0	146.0	10.0	7.0	0.8	0.8	false	false
207.0	728.0	211.0	151.0	8.0	80.0	0.2	0.2	false	false
90.0	940.0	128.0	160.0	7.0	62.0	0.2	0.7	false	false
105.0	707.0	152.0	153.0	5.0	44.0	0.2	0.8	false	false
200.0	904.0	300.0	83.0	8.0	47.0	0.5	0.2	false	false
266.0	905.0	125.0	180.0	7.0	72.0	0.4	0.7	false	false
136.0	940.0	278.0	95.0	9.0	31.0	0.4	0.8	false	false
186.0	916.0	149.0	159.0	5.0	51.0	0.9	0.2	false	false
255.0	845.0	98.0	103.0	10.0	52.0	0.8	0.5	false	false
282.0	783.0	87.0	89.0	10.0	78.0	0.9	0.9	false	false
252.0	739.0	291.0	122.0	10.0	130.0	0.1	0.1	false	false
234.0	856.0	270.0	102.0	8.0	188.0	0.2	0.4	false	false
78.0	886.0	62.0	96.0	6.0	178.0	0.3	0.9	false	false
189.0	913.0	199.0	151.0	5.0	137.0	0.4	0.1	false	false
240.0	748.0	88.0	161.0	7.0	157.0	0.5	0.6	false	false
243.0	824.0	199.0	182.0	10.0	143.0	0.6	0.9	false	false
166.0	935.0	204.0	104.0	7.0	91.0	0.9	0.3	false	false
125.0	921.0	173.0	100.0	9.0	99.0	0.9	0.6	false	false
194.0	918.0	81.0	118.0	6.0	122.0	0.9	0.8	false	false
133.0	965.0	137.0	81.0	27.0	7.0	0.2	0.2	false	false
93.0	756.0	200.0	148.0	34.0	5.0	0.3	0.4	false	false
197.0	721.0	139.0	158.0	39.0	9.0	0.2	0.9	false	false
209.0	935.0	112.0	129.0	15.0	5.0	0.4	0.2	false	false
201.0	814.0	120.0	112.0	13.0	9.0	0.4	0.5	false	false
208.0	874.0	87.0	114.0	13.0	7.0	0.4	0.8	false	false
89.0	765.0	197.0	188.0	24.0	9.0	0.8	0.1	false	false
86.0	810.0	274.0	163.0	49.0	9.0	0.9	0.6	false	false
145.0	808.0	95.0	87.0	68.0	8.0	0.9	0.9	false	false
236.0	935.0	238.0	121.0	37.0	50.0	0.3	0.3	false	false
114.0	814.0	220.0	154.0	76.0	46.0	0.1	0.6	false	true
109.0	747.0	295.0	157.0	67.0	38.0	0.2	0.8	false	true
252.0	713.0	201.0	134.0	15.0	80.0	0.6	0.2	false	false
110.0	717.0	206.0	197.0	34.0	68.0	0.4	0.4	false	false
145.0	740.0	124.0	106.0	32.0	56.0	0.7	0.9	false	false
173.0	844.0	172.0	130.0	41.0	54.0	0.8	0.1	false	false
79.0	753.0	175.0	87.0	22.0	60.0	0.8	0.7	false	false
101.0	709.0	148.0	163.0	53.0	39.0	0.9	0.8	false	false
279.0	829.0	119.0	196.0	28.0	152.0	0.3	0.2	false	false
171.0	876.0	281.0	183.0	36.0	87.0	0.3	0.6	false	false
247.0	875.0	144.0	87.0	59.0	160.0	0.1	0.9	false	true
234.0	888.0	142.0	195.0	11.0	191.0	0.4	0.3	false	false
165.0	958.0	212.0	144.0	35.0	100.0	0.5	0.4	false	false
86.0	915.0	274.0	93.0	69.0	151.0	0.7	0.9	false	true
184.0	873.0	139.0	180.0	75.0	186.0	0.9	0.1	false	true
148.0	828.0	244.0	120.0	71.0	127.0	0.8	0.5	false	true
188.0	894.0	211.0	163.0	27.0	200.0	0.8	0.8	false	false
173.0	896.0	177.0	81.0	100.0	10.0	0.3	0.2	false	false
199.0	842.0	169.0	98.0	99.0	9.0	0.2	0.6	false	false
169.0	836.0	262.0	101.0	147.0	7.0	0.2	0.8	false	false
220.0	818.0	190.0	128.0	129.0	9.0	0.5	0.1	false	false
144.0	966.0	194.0	124.0	147.0	9.0	0.5	0.6	false	false
191.0	892.0	291.0	104.0	140.0	8.0	0.4	0.9	false	false
287.0	909.0	280.0	109.0	105.0	6.0	0.8	0.1	false	false
218.0	938.0	246.0	168.0	169.0	7.0	0.8	0.5	false	false
230.0	947.0	293.0	141.0	177.0	5.0	0.9	0.9	false	false
199.0	962.0	143.0	106.0	124.0	48.0	0.2	0.3	false	true
81.0	976.0	238.0	172.0	116.0	64.0	0.1	0.5	false	true
214.0	918.0	208.0	90.0	109.0	12.0	0.3	0.9	false	false
68.0	951.0	114.0	184.0	159.0	33.0	0.7	0.2	false	true
273.0	928.0	176.0	111.0	147.0	58.0	0.7	0.4	false	true
254.0	985.0	229.0	164.0	90.0	73.0	0.5	0.9	false	true
289.0	911.0	269.0	150.0	84.0	52.0	0.9	0.1	false	true
227.0	728.0	220.0	109.0	110.0	48.0	0.8	0.5	false	true
63.0	790.0	57.0	200.0	81.0	49.0	0.9	0.9	false	false
205.0	778.0	209.0	154.0	154.0	133.0	0.3	0.2	false	true
240.0	860.0	217.0	193.0	182.0	178.0	0.3	0.6	false	true
102.0	863.0	202.0	143.0	174.0	179.0	0.2	0.9	false	true
111.0	996.0	216.0	181.0	97.0	186.0	0.6	0.3	false	true
168.0	874.0	157.0	86.0	122.0	91.0	0.4	0.5	false	true
186.0	874.0	200.0	94.0	156.0	98.0	0.7	0.9	false	true
158.0	798.0	204.0	104.0	130.0	91.0	0.8	0.2	false	true
160.0	773.0	96.0	191.0	92.0	173.0	0.8	0.6	false	true
159.0	907.0	244.0	119.0	140.0	101.0	0.9	0.9	false	true
165.0	874.0	342.0	7.0	6.0	10.0	0.1	0.3	false	false
227.0	930.0	655.0	9.0	9.0	6.0	0.1	0.5	false	false
108.0	855.0	485.0	6.0	7.0	10.0	0.2	0.9	false	false
52.0	713.0	673.0	8.0	9.0	7.0	0.6	0.2	false	false
220.0	833.0	433.0	7.0	9.0	5.0	0.7	0.7	false	false
286.0	909.0	402.0	5.0	6.0	9.0	0.4	0.9	false	false
101.0	935.0	353.0	9.0	10.0	9.0	0.9	0.1	false	false
251.0	917.0	690.0	5.0	9.0	7.0	0.9	0.6	false	false
104.0	764.0	382.0	8.0	6.0	5.0	0.8	0.8	false	false
93.0	839.0	645.0	9.0	9.0	34.0	0.1	0.3	false	false
149.0	961.0	524.0	5.0	5.0	49.0	0.2	0.7	false	false
198.0	762.0	348.0	5.0	9.0	21.0	0.2	0.8	false	false
175.0	796.0	613.0	7.0	5.0	56.0	0.4	0.3	false	false
156.0	912.0	598.0	7.0	9.0	23.0	0.5	0.6	false	false
261.0	928.0	592.0	9.0	6.0	13.0	0.5	0.9	false	false
177.0	996.0	677.0	7.0	9.0	51.0	0.9	0.3	false	false
164.0	975.0	521.0	8.0	5.0	17.0	0.9	0.7	false	false
222.0	738.0	601.0	8.0	8.0	27.0	0.9	0.9	false	false
211.0	702.0	683.0	7.0	5.0	163.0	0.2	0.3	false	false
200.0	877.0	633.0	5.0	9.0	179.0	0.1	0.5	false	false
231.0	934.0	698.0	7.0	6.0	109.0	0.1	0.9	false	false
103.0	946.0	431.0	7.0	6.0	182.0	0.7	0.3	false	false
278.0	873.0	536.0	10.0	5.0	150.0	0.7	0.4	false	false
281.0	944.0	492.0	6.0	7.0	131.0	0.7	0.9	false	false
50.0	903.0	546.0	6.0	7.0	142.0	0.9	0.1	false	false
212.0	912.0	510.0	5.0	6.0	192.0	0.8	0.5	false	false
201.0	914.0	455.0	7.0	9.0	131.0	0.9	0.8	false	false
141.0	830.0	391.0	10.0	78.0	10.0	0.2	0.3	false	false
254.0	848.0	448.0	6.0	40.0	8.0	0.3	0.5	false	false
223.0	826.0	407.0	7.0	65.0	7.0	0.2	0.9	false	false
60.0	843.0	403.0	8.0	57.0	9.0	0.6	0.3	false	false
207.0	767.0	381.0	10.0	20.0	6.0	0.5	0.6	false	false
136.0	896.0	579.0	8.0	46.0	10.0	0.5	0.9	false	false
253.0	863.0	678.0	10.0	28.0	8.0	0.9	0.1	false	false
288.0	839.0	435.0	7.0	80.0	8.0	0.8	0.5	false	false
210.0	913.0	605.0	6.0	55.0	7.0	0.8	0.8	false	false
274.0	867.0	578.0	9.0	23.0	63.0	0.1	0.2	false	true
292.0	806.0	553.0	9.0	38.0	53.0	0.1	0.5	false	true
193.0	776.0	471.0	6.0	60.0	31.0	0.1	0.9	false	true
270.0	844.0	484.0	5.0	43.0	41.0	0.5	0.1	false	true
85.0	751.0	332.0	8.0	18.0	16.0	0.5	0.6	false	false
84.0	770.0	618.0	7.0	72.0	37.0	0.6	0.9	false	true
157.0	758.0	521.0	6.0	11.0	79.0	0.8	0.2	false	false
116.0	832.0	514.0	8.0	43.0	28.0	0.8	0.5	false	false
294.0	822.0	378.0	10.0	64.0	50.0	0.8	0.9	false	true
101.0	960.0	315.0	8.0	29.0	97.0	0.1	0.3	false	true
197.0	836.0	642.0	10.0	47.0	118.0	0.3	0.6	false	true
131.0	889.0	652.0	10.0	76.0	160.0	0.2	0.8	false	true
260.0	756.0	344.0	10.0	20.0	86.0	0.6	0.1	false	true
94.0	739.0	668.0	10.0	22.0	132.0	0.6	0.5	false	true
265.0	969.0	664.0	5.0	69.0	178.0	0.4	0.8	false	true
54.0	998.0	421.0	6.0	35.0	100.0	0.9	0.3	false	true
260.0	976.0	377.0	10.0	37.0	148.0	0.9	0.6	false	true
113.0	861.0	424.0	8.0	40.0	159.0	0.8	0.9	false	true
248.0	782.0	468.0	10.0	116.0	10.0	0.2	0.2	false	false
247.0	795.0	638.0	6.0	149.0	6.0	0.2	0.6	false	false
222.0	985.0	692.0	9.0	149.0	9.0	0.1	0.8	false	false
79.0	742.0	505.0	9.0	194.0	6.0	0.7	0.2	false	false
58.0	976.0	362.0	8.0	130.0	6.0	0.5	0.5	false	false
173.0	794.0	525.0	9.0	113.0	10.0	0.6	0.9	false	false
62.0	828.0	571.0	8.0	101.0	6.0	0.8	0.1	false	false
88.0	792.0	425.0	6.0	94.0	8.0	0.8	0.5	false	false
215.0	860.0	660.0	5.0	196.0	10.0	0.8	0.8	false	false
262.0	910.0	436.0	10.0	174.0	22.0	0.2	0.2	false	true
187.0	916.0	487.0	7.0	120.0	80.0	0.1	0.5	false	true
96.0	723.0	342.0	9.0	107.0	37.0	0.2	0.9	false	true
275.0	949.0	401.0	6.0	107.0	60.0	0.7	0.2	false	true
182.0	873.0	333.0	7.0	125.0	48.0	0.6	0.7	false	true
114.0	772.0	540.0	9.0	104.0	24.0	0.5	0.8	false	true
107.0	885.0	548.0	9.0	193.0	66.0	0.8	0.2	false	true
134.0	812.0	307.0	7.0	102.0	75.0	0.9	0.6	false	true
126.0	968.0	311.0	8.0	120.0	74.0	0.8	0.9	false	true
56.0	837.0	418.0	9.0	93.0	191.0	0.2	0.1	false	true
239.0	881.0	623.0	10.0	152.0	135.0	0.3	0.7	false	true
163.0	762.0	666.0	10.0	146.0	124.0	0.1	0.9	false	true
204.0	718.0	552.0	8.0	97.0	147.0	0.4	0.2	false	true
159.0	840.0	392.0	6.0	178.0	148.0	0.5	0.5	false	true
139.0	808.0	671.0	5.0	114.0	169.0	0.4	0.8	false	true
86.0	979.0	579.0	7.0	92.0	173.0	0.8	0.2	false	true
264.0	848.0	529.0	8.0	106.0	85.0	0.8	0.4	false	true
278.0	736.0	581.0	8.0	197.0	177.0	0.8	0.8	false	true
212.0	987.0	366.0	33.0	6.0	5.0	0.1	0.2	false	false
58.0	947.0	577.0	79.0	8.0	8.0	0.3	0.5	false	false
238.0	782.0	525.0	30.0	5.0	8.0	0.3	0.8	false	false
69.0	931.0	576.0	70.0	8.0	7.0	0.7	0.2	false	false
276.0	771.0	337.0	27.0	5.0	7.0	0.5	0.5	false	false
111.0	923.0	592.0	41.0	5.0	7.0	0.5	0.8	false	false
176.0	722.0	486.0	74.0	10.0	10.0	0.9	0.1	false	false
280.0	896.0	660.0	31.0	7.0	10.0	0.8	0.4	false	false
83.0	993.0	374.0	45.0	6.0	7.0	0.8	0.8	false	false
179.0	954.0	583.0	72.0	9.0	63.0	0.1	0.2	false	false
264.0	971.0	635.0	74.0	8.0	18.0	0.2	0.5	false	false
74.0	998.0	349.0	22.0	10.0	30.0	0.1	0.9	false	false
218.0	811.0	629.0	14.0	7.0	71.0	0.4	0.1	false	false
182.0	920.0	483.0	23.0	9.0	77.0	0.7	0.7	false	false
288.0	989.0	582.0	21.0	8.0	45.0	0.4	0.8	false	false
276.0	767.0	653.0	80.0	6.0	65.0	0.9	0.1	false	false
134.0	846.0	673.0	70.0	8.0	54.0	0.9	0.6	false	false
90.0	776.0	401.0	68.0	10.0	77.0	0.9	0.9	false	false
278.0	897.0	458.0	40.0	6.0	139.0	0.3	0.2	false	false
286.0	840.0	590.0	19.0	10.0	125.0	0.2	0.6	false	false
249.0	787.0	682.0	64.0	8.0	87.0	0.3	0.8	false	false
273.0	815.0	465.0	58.0	8.0	194.0	0.5	0.2	false	false
132.0	949.0	692.0	52.0	8.0	160.0	0.4	0.7	false	false
254.0	863.0	563.0	59.0	10.0	83.0	0.4	0.8	false	false
51.0	714.0	524.0	43.0	9.0	173.0	0.9	0.3	false	false
64.0	861.0	489.0	38.0	6.0	192.0	0.9	0.5	false	false
54.0	791.0	654.0	24.0	6.0	175.0	0.9	0.9	false	false
146.0	905.0	696.0	43.0	71.0	8.0	0.1	0.3	false	false
122.0	805.0	669.0	68.0	24.0	6.0	0.2	0.4	false	false
146.0	794.0	441.0	79.0	37.0	10.0	0.3	0.9	false	false
211.0	760.0	656.0	14.0	14.0	6.0	0.6	0.3	false	false
198.0	826.0	309.0	69.0	64.0	6.0	0.5	0.6	false	false
149.0	813.0	661.0	34.0	35.0	7.0	0.5	0.8	false	false
277.0	948.0	510.0	44.0	64.0	9.0	0.9	0.2	false	false
105.0	790.0	336.0	68.0	64.0	5.0	0.9	0.6	false	false
139.0	844.0	655.0	75.0	48.0	6.0	0.9	0.9	false	false
261.0	917.0	498.0	37.0	30.0	28.0	0.1	0.3	false	false
55.0	847.0	307.0	44.0	27.0	53.0	0.2	0.4	false	false
57.0	1000.0	511.0	55.0	13.0	63.0	0.2	0.8	false	false
245.0	954.0	403.0	21.0	43.0	29.0	0.7	0.3	false	true
99.0	989.0	589.0	80.0	66.0	36.0	0.4	0.5	false	true
251.0	780.0	646.0	65.0	45.0	29.0	0.6	0.9	false	false
219.0	967.0	348.0	76.0	72.0	70.0	0.9	0.3	false	true
226.0	710.0	659.0	13.0	24.0	65.0	0.9	0.4	false	true
292.0	827.0	590.0	14.0	14.0	12.0	0.9	0.8	false	false
258.0	785.0	445.0	52.0	52.0	175.0	0.1	0.3	false	true
137.0	984.0	313.0	30.0	16.0	186.0	0.3	0.5	false	false
248.0	742.0	624.0	31.0	60.0	183.0	0.1	0.9	false	true
100.0	826.0	558.0	12.0	13.0	87.0	0.6	0.2	false	false
94.0	903.0	598.0	62.0	42.0	163.0	0.5	0.6	false	true
82.0	773.0	319.0	56.0	14.0	120.0	0.4	0.8	false	false
70.0	724.0	418.0	22.0	65.0	103.0	0.9	0.1	false	true
159.0	916.0	409.0	16.0	11.0	176.0	0.8	0.4	false	false
55.0	741.0	604.0	49.0	50.0	120.0	0.9	0.9	false	true
185.0	827.0	633.0	36.0	147.0	5.0	0.2	0.1	false	false
196.0	866.0	507.0	53.0	124.0	10.0	0.1	0.7	false	false
106.0	837.0	445.0	62.0	130.0	5.0	0.2	0.8	false	false
259.0	722.0	414.0	54.0	115.0	7.0	0.4	0.2	false	false
222.0	774.0	506.0	32.0	98.0	10.0	0.7	0.6	false	false
141.0	965.0	312.0	20.0	160.0	10.0	0.5	0.8	false	false
144.0	798.0	615.0	19.0	103.0	6.0	0.8	0.2	false	false
284.0	838.0	339.0	78.0	94.0	9.0	0.9	0.6	false	false
65.0	762.0	445.0	38.0	121.0	8.0	0.8	0.9	false	false
285.0	970.0	381.0	50.0	92.0	23.0	0.1	0.1	false	true
238.0	882.0	377.0	67.0	172.0	21.0	0.1	0.7	false	true
170.0	793.0	436.0	13.0	146.0	40.0	0.2	0.8	false	true
275.0	724.0	590.0	42.0	197.0	33.0	0.5	0.2	false	true
141.0	747.0	433.0	12.0	148.0	11.0	0.6	0.7	false	false
219.0	791.0	311.0	23.0	161.0	74.0	0.4	0.9	false	true
159.0	876.0	385.0	60.0	176.0	17.0	0.9	0.1	false	true
174.0	972.0	583.0	37.0	170.0	18.0	0.9	0.4	false	true
50.0	719.0	416.0	41.0	82.0	60.0	0.9	0.9	false	true
203.0	916.0	633.0	13.0	99.0	162.0	0.1	0.1	false	true
286.0	829.0	420.0	39.0	180.0	140.0	0.1	0.7	false	true
214.0	841.0	605.0	69.0	166.0	144.0	0.2	0.8	false	true
229.0	872.0	383.0	71.0	165.0	148.0	0.4	0.3	false	true
154.0	840.0	374.0	34.0	110.0	88.0	0.7	0.7	false	true
124.0	753.0	513.0	22.0	103.0	184.0	0.7	0.8	false	true
56.0	773.0	437.0	47.0	153.0	114.0	0.8	0.1	false	true
110.0	872.0	336.0	31.0	167.0	110.0	0.9	0.6	false	true
289.0	781.0	537.0	46.0	87.0	93.0	0.9	0.9	false	true
214.0	909.0	590.0	159.0	8.0	10.0	0.2	0.1	false	false
224.0	853.0	650.0	125.0	10.0	6.0	0.2	0.6	false	false
76.0	777.0	541.0	97.0	6.0	9.0	0.1	0.9	false	false
102.0	819.0	419.0	93.0	7.0	8.0	0.4	0.2	false	false
178.0	790.0	354.0	199.0	5.0	6.0	0.4	0.4	false	false
290.0	992.0	361.0	170.0	10.0	7.0	0.6	0.9	false	false
233.0	717.0	564.0	162.0	6.0	9.0	0.8	0.2	false	false
58.0	959.0	460.0	106.0	6.0	9.0	0.9	0.4	false	false
164.0	819.0	444.0	91.0	9.0	7.0	0.8	0.8	false	false
147.0	987.0	598.0	146.0	10.0	35.0	0.2	0.3	false	false
149.0	779.0	443.0	86.0	8.0	20.0	0.2	0.6	false	false
98.0	936.0	530.0	159.0	5.0	28.0	0.3	0.8	false	false
127.0	771.0	586.0	95.0	8.0	34.0	0.5	0.3	false	false
285.0	713.0	476.0	111.0	7.0	62.0	0.4	0.6	false	false
96.0	886.0	568.0	145.0	9.0	28.0	0.5	0.8	false	false
65.0	709.0	624.0	154.0	7.0	76.0	0.9	0.1	false	false
282.0	905.0	468.0	178.0	6.0	63.0	0.8	0.5	false	false
160.0	936.0	679.0	110.0	5.0	19.0	0.8	0.9	false	false
238.0	784.0	654.0	168.0	8.0	142.0	0.2	0.3	false	false
110.0	977.0	485.0	132.0	8.0	95.0	0.2	0.6	false	false
212.0	742.0	451.0	149.0	9.0	105.0	0.3	0.9	false	false
237.0	903.0	403.0	116.0	7.0	193.0	0.5	0.3	false	false
158.0	892.0	555.0	84.0	6.0	165.0	0.6	0.7	false	false
77.0	846.0	331.0	135.0	9.0	136.0	0.7	0.9	false	false
265.0	994.0	551.0	120.0	9.0	193.0	0.8	0.2	false	false
173.0	915.0	384.0	148.0	6.0	172.0	0.9	0.4	false	false
199.0	981.0	362.0	160.0	8.0	176.0	0.8	0.8	false	false
166.0	726.0	656.0	125.0	54.0	7.0	0.1	0.1	false	false
113.0	736.0	545.0	134.0	13.0	9.0	0.1	0.7	false	false
182.0	831.0	360.0	186.0	39.0	7.0	0.2	0.8	false	false
286.0	861.0	395.0	167.0	47.0	5.0	0.4	0.3	false	false
69.0	794.0	457.0	97.0	73.0	9.0	0.5	0.6	false	false
149.0	732.0	639.0	132.0	48.0	10.0	0.5	0.8	false	false
172.0	857.0	486.0	90.0	31.0	5.0	0.8	0.3	false	false
282.0	985.0	374.0	166.0	32.0	7.0	0.8	0.4	false	false
204.0	709.0	404.0	152.0	23.0	8.0	0.9	0.9	false	false
194.0	934.0	400.0	89.0	41.0	11.0	0.2	0.2	false	false
106.0	990.0	373.0	157.0	57.0	41.0	0.3	0.5	false	true
89.0	798.0	692.0	121.0	27.0	40.0	0.2	0.8	false	false
239.0	900.0	485.0	124.0	25.0	60.0	0.5	0.2	false	true
222.0	892.0	639.0	192.0	15.0	65.0	0.6	0.6	false	true
70.0	779.0	428.0	117.0	51.0	63.0	0.7	0.8	false	true
289.0	956.0	419.0	143.0	69.0	33.0	0.8	0.2	false	true
158.0	771.0	671.0	194.0	35.0	33.0	0.9	0.7	false	true
234.0	956.0	342.0	137.0	38.0	36.0	0.9	0.9	false	true
181.0	943.0	543.0	120.0	36.0	107.0	0.3	0.1	false	true
162.0	952.0	698.0	173.0	73.0	126.0	0.3	0.7	true	true
159.0	714.0	395.0	195.0	73.0	191.0	0.2	0.8	false	true
299.0	722.0	462.0	174.0	42.0	170.0	0.4	0.2	false	true
222.0	915.0	566.0	135.0	37.0	143.0	0.5	0.4	true	true
217.0	966.0	373.0	163.0	79.0	116.0	0.4	0.8	false	true
153.0	715.0	656.0	138.0	17.0	135.0	0.8	0.1	false	true
112.0	779.0	327.0	197.0	47.0	137.0	0.8	0.4	false	true
155.0	765.0	665.0	192.0	39.0	82.0	0.9	0.8	true	true
176.0	899.0	477.0	192.0	108.0	9.0	0.3	0.2	false	false
180.0	713.0	567.0	114.0	150.0	6.0	0.2	0.4	false	false
154.0	844.0	690.0	82.0	95.0	10.0	0.2	0.8	false	false
215.0	856.0	313.0	183.0	184.0	6.0	0.6	0.3	false	false
223.0	822.0	603.0	175.0	184.0	5.0	0.7	0.4	false	false
102.0	900.0	432.0	199.0	91.0	8.0	0.4	0.9	false	false
54.0	990.0	439.0	88.0	151.0	6.0	0.8	0.2	false	false
165.0	887.0	527.0	184.0	185.0	5.0	0.9	0.6	false	false
169.0	970.0	381.0	90.0	100.0	5.0	0.9	0.9	false	false
284.0	990.0	453.0	134.0	155.0	18.0	0.3	0.2	false	true
243.0	775.0	639.0	198.0	114.0	65.0	0.1	0.4	false	true
293.0	934.0	576.0	140.0	141.0	71.0	0.3	0.9	false	true
130.0	734.0	527.0	194.0	92.0	38.0	0.6	0.3	false	true
204.0	935.0	675.0	105.0	109.0	37.0	0.4	0.5	false	true
230.0	713.0	476.0	200.0	162.0	52.0	0.5	0.9	false	true
146.0	945.0	526.0	104.0	176.0	60.0	0.9	0.1	false	true
233.0	923.0	486.0	170.0	114.0	34.0	0.9	0.7	false	true
100.0	962.0	648.0	175.0	101.0	37.0	0.8	0.9	false	true
69.0	848.0	434.0	126.0	154.0	115.0	0.2	0.2	false	true
161.0	723.0	663.0	115.0	184.0	145.0	0.1	0.4	true	true
162.0	797.0	608.0	97.0	159.0	102.0	0.1	0.8	false	true
225.0	865.0	446.0	197.0	95.0	101.0	0.5	0.1	false	true
283.0	992.0	358.0	148.0	184.0	127.0	0.7	0.6	false	true
199.0	891.0	391.0	106.0	142.0	102.0	0.6	0.9	false	true
207.0	868.0	654.0	141.0	169.0	147.0	0.9	0.1	false	true
186.0	889.0	571.0	85.0	86.0	184.0	0.9	0.7	true	true
298.0	851.0	503.0	132.0	128.0	116.0	0.9	0.9	false	true
190.0	982.0	751.0	5.0	8.0	7.0	0.2	0.1	false	false
122.0	902.0	901.0	8.0	7.0	6.0	0.3	0.7	false	false
190.0	938.0	727.0	6.0	6.0	8.0	0.2	0.9	false	false
263.0	939.0	799.0	6.0	10.0	9.0	0.5	0.2	false	false
287.0	798.0	946.0	7.0	9.0	8.0	0.4	0.5	false	false
269.0	731.0	719.0	9.0	5.0	10.0	0.4	0.9	false	false
192.0	710.0	840.0	7.0	5.0	9.0	0.9	0.2	false	false
258.0	725.0	951.0	9.0	7.0	5.0	0.9	0.7	false	false
51.0	905.0	973.0	10.0	10.0	7.0	0.8	0.9	false	false
100.0	740.0	728.0	10.0	8.0	21.0	0.2	0.3	false	false
58.0	883.0	829.0	9.0	10.0	65.0	0.2	0.4	false	false
242.0	873.0	785.0	9.0	10.0	44.0	0.1	0.9	false	false
65.0	880.0	843.0	5.0	7.0	19.0	0.7	0.2	false	false
224.0	885.0	922.0	6.0	10.0	21.0	0.6	0.4	false	false
271.0	774.0	811.0	6.0	9.0	58.0	0.4	0.8	false	false
144.0	996.0	841.0	7.0	7.0	29.0	0.8	0.1	false	false
152.0	890.0	836.0	6.0	10.0	31.0	0.9	0.4	false	false
226.0	796.0	846.0	5.0	10.0	22.0	0.8	0.9	false	false
160.0	717.0	811.0	6.0	9.0	124.0	0.1	0.2	false	false
183.0	739.0	936.0	5.0	10.0	83.0	0.2	0.7	false	false
135.0	703.0	966.0	7.0	7.0	128.0	0.2	0.9	false	false
207.0	859.0	725.0	9.0	10.0	124.0	0.7	0.2	false	false
76.0	828.0	921.0	5.0	5.0	195.0	0.6	0.7	false	false
115.0	935.0	800.0	6.0	10.0	114.0	0.7	0.9	false	false
171.0	921.0	964.0	5.0	6.0	178.0	0.8	0.3	false	false
169.0	868.0	777.0	8.0	9.0	153.0	0.8	0.6	false	false
225.0	804.0	712.0	8.0	9.0	174.0	0.9	0.9	false	false
265.0	785.0	768.0	10.0	32.0	7.0	0.1	0.1	false	false
87.0	760.0	900.0	10.0	43.0	8.0	0.3	0.5	false	false
