k_x	k_y	k_z	k_A	k_B	k_C	damp_t	damp_r	success	partialSuccess	
226.0	862.0	595.0	193.0	8.0	26.0	0.2	0.7	false	false
58.0	777.0	498.0	167.0	5.0	22.0	0.3	0.9	false	false
90.0	863.0	387.0	190.0	8.0	38.0	0.6	0.1	false	false
144.0	815.0	324.0	112.0	10.0	78.0	0.6	0.7	false	false
123.0	946.0	331.0	155.0	6.0	33.0	0.7	0.9	false	false
96.0	804.0	506.0	175.0	10.0	31.0	0.9	0.3	false	false
134.0	711.0	327.0	85.0	8.0	75.0	0.8	0.5	false	false
238.0	701.0	441.0	150.0	5.0	36.0	0.8	0.8	false	false
211.0	987.0	557.0	81.0	10.0	199.0	0.1	0.3	false	true
251.0	823.0	626.0	170.0	5.0	130.0	0.3	0.6	false	false
289.0	767.0	402.0	98.0	8.0	191.0	0.2	0.9	false	true
138.0	925.0	490.0	119.0	10.0	174.0	0.4	0.1	false	true
258.0	861.0	529.0	194.0	6.0	110.0	0.6	0.4	false	false
226.0	886.0	406.0	160.0	10.0	133.0	0.4	0.8	false	true
53.0	885.0	302.0	149.0	9.0	166.0	0.9	0.1	false	false
239.0	769.0	674.0	107.0	5.0	199.0	0.8	0.4	false	false
214.0	1000.0	403.0	192.0	10.0	165.0	0.8	0.8	false	true
103.0	907.0	465.0	126.0	24.0	10.0	0.1	0.2	false	false
90.0	881.0	566.0	195.0	44.0	6.0	0.3	0.5	false	false
144.0	751.0	656.0	85.0	61.0	10.0	0.1	0.9	false	false
209.0	863.0	613.0	146.0	80.0	8.0	0.7	0.3	false	false
53.0	786.0	689.0	158.0	65.0	9.0	0.4	0.7	false	false
196.0	821.0	375.0	120.0	61.0	8.0	0.6	0.9	false	false
248.0	829.0	432.0	93.0	30.0	10.0	0.8	0.1	false	false
272.0	882.0	440.0	109.0	55.0	10.0	0.8	0.4	false	false
235.0	815.0	586.0	183.0	74.0	5.0	0.9	0.8	false	false
112.0	993.0	328.0	171.0	62.0	21.0	0.1	0.1	false	false
58.0	932.0	452.0	127.0	31.0	16.0	0.1	0.5	false	false
128.0	791.0	590.0	122.0	38.0	22.0	0.1	0.8	false	false
287.0	866.0	320.0	180.0	30.0	42.0	0.5	0.2	false	true
223.0	931.0	559.0	91.0	66.0	39.0	0.4	0.4	false	true
95.0	965.0	485.0	151.0	27.0	53.0	0.5	0.8	false	true
138.0	790.0	696.0	122.0	19.0	58.0	0.9	0.3	false	true
93.0	731.0	489.0	172.0	24.0	78.0	0.8	0.4	false	true
154.0	766.0	451.0	182.0	45.0	30.0	0.8	0.9	false	false
249.0	947.0	432.0	133.0	50.0	168.0	0.1	0.2	false	true
77.0	823.0	343.0	92.0	30.0	92.0	0.2	0.7	false	true
188.0	774.0	377.0	113.0	76.0	108.0	0.2	0.8	false	true
110.0	869.0	666.0	172.0	33.0	110.0	0.7	0.1	false	true
209.0	902.0	487.0	139.0	54.0	91.0	0.7	0.4	false	true
126.0	911.0	596.0	123.0	64.0	101.0	0.4	0.9	false	true
120.0	883.0	481.0	186.0	39.0	148.0	0.8	0.2	false	true
261.0	907.0	592.0	118.0	35.0	181.0	0.9	0.6	false	true
252.0	705.0	340.0	166.0	23.0	122.0	0.8	0.9	false	true
222.0	916.0	536.0	161.0	156.0	10.0	0.3	0.2	false	false
131.0	902.0	566.0	200.0	149.0	8.0	0.2	0.4	false	false
57.0	835.0	675.0	145.0	171.0	9.0	0.2	0.9	false	false
110.0	841.0	358.0	195.0	199.0	5.0	0.4	0.2	false	false
100.0	778.0	406.0	187.0	93.0	8.0	0.7	0.7	false	false
116.0	718.0	435.0	99.0	158.0	9.0	0.6	0.9	false	false
218.0	865.0	668.0	177.0	123.0	6.0	0.9	0.3	false	false
190.0	979.0	499.0	170.0	111.0	9.0	0.9	0.6	false	false
179.0	872.0	352.0	158.0	136.0	5.0	0.9	0.8	false	false
231.0	768.0	533.0	91.0	117.0	34.0	0.3	0.1	false	true
80.0	791.0	525.0	154.0	158.0	57.0	0.2	0.5	false	true
110.0	891.0	517.0	171.0	150.0	64.0	0.3	0.8	false	true
211.0	770.0	497.0	118.0	145.0	24.0	0.6	0.3	false	false
117.0	824.0	369.0	154.0	96.0	71.0	0.5	0.6	false	true
151.0	702.0	304.0	133.0	188.0	30.0	0.7	0.9	false	false
103.0	849.0	606.0	197.0	192.0	66.0	0.8	0.1	false	true
61.0	732.0	458.0	88.0	177.0	47.0	0.9	0.5	false	true
76.0	873.0	530.0	156.0	197.0	39.0	0.8	0.9	false	true
277.0	837.0	656.0	131.0	192.0	104.0	0.2	0.1	false	true
69.0	754.0	471.0	198.0	132.0	141.0	0.1	0.7	false	true
56.0	918.0	683.0	147.0	173.0	102.0	0.3	0.9	false	true
148.0	821.0	678.0	90.0	188.0	90.0	0.5	0.3	false	true
72.0	709.0	667.0	150.0	136.0	185.0	0.7	0.7	false	true
219.0	972.0	330.0	159.0	107.0	102.0	0.6	0.8	false	true
242.0	867.0	652.0	193.0	125.0	196.0	0.8	0.1	false	true
87.0	915.0	432.0	184.0	127.0	131.0	0.9	0.6	false	true
269.0	731.0	331.0	155.0	89.0	155.0	0.9	0.8	false	true
160.0	844.0	784.0	9.0	10.0	7.0	0.1	0.2	false	false
123.0	890.0	810.0	6.0	10.0	5.0	0.2	0.7	false	false
172.0	781.0	897.0	7.0	10.0	10.0	0.1	0.9	false	false
254.0	804.0	706.0	6.0	7.0	8.0	0.6	0.2	false	false
197.0	886.0	771.0	7.0	9.0	7.0	0.7	0.7	false	false
293.0	891.0	708.0	8.0	5.0	5.0	0.7	0.9	false	false
250.0	869.0	789.0	5.0	8.0	5.0	0.8	0.3	false	false
113.0	760.0	847.0	5.0	8.0	5.0	0.9	0.7	false	false
152.0	702.0	905.0	10.0	10.0	10.0	0.9	0.9	false	false
73.0	947.0	911.0	5.0	9.0	36.0	0.2	0.3	false	false
114.0	993.0	914.0	6.0	6.0	11.0	0.2	0.4	false	false
54.0	932.0	730.0	6.0	7.0	35.0	0.1	0.8	false	false
147.0	969.0	749.0	5.0	8.0	28.0	0.7	0.3	false	false
131.0	949.0	835.0	10.0	9.0	72.0	0.7	0.7	false	false
260.0	799.0	984.0	10.0	7.0	60.0	0.4	0.8	false	false
187.0	973.0	999.0	7.0	7.0	78.0	0.8	0.1	false	false
280.0	734.0	868.0	9.0	7.0	27.0	0.8	0.6	false	false
114.0	908.0	873.0	7.0	8.0	77.0	0.8	0.9	false	false
180.0	773.0	890.0	6.0	8.0	101.0	0.3	0.3	false	true
222.0	982.0	867.0	7.0	10.0	164.0	0.3	0.4	false	true
229.0	912.0	980.0	7.0	9.0	122.0	0.3	0.8	false	true
234.0	842.0	745.0	9.0	8.0	130.0	0.4	0.3	false	true
172.0	798.0	898.0	5.0	8.0	136.0	0.7	0.4	false	false
74.0	721.0	838.0	8.0	8.0	127.0	0.7	0.8	false	false
101.0	813.0	740.0	8.0	5.0	183.0	0.8	0.3	false	false
289.0	863.0	766.0	8.0	5.0	183.0	0.9	0.6	false	false
88.0	890.0	792.0	7.0	7.0	138.0	0.9	0.9	false	false
121.0	895.0	712.0	5.0	30.0	5.0	0.3	0.3	false	false
254.0	993.0	933.0	8.0	51.0	9.0	0.3	0.6	false	false
76.0	975.0	933.0	8.0	62.0	9.0	0.1	0.9	false	false
158.0	794.0	911.0	6.0	14.0	9.0	0.6	0.1	false	false
135.0	892.0	766.0	5.0	55.0	6.0	0.6	0.7	false	false
94.0	896.0	731.0	6.0	43.0	9.0	0.6	0.9	false	false
239.0	811.0	913.0	7.0	79.0	10.0	0.8	0.3	false	false
170.0	868.0	789.0	8.0	80.0	5.0	0.8	0.4	false	false
56.0	846.0	748.0	5.0	26.0	7.0	0.9	0.9	false	false
272.0	811.0	713.0	5.0	25.0	27.0	0.2	0.2	false	false
196.0	924.0	801.0	5.0	78.0	25.0	0.3	0.5	false	false
190.0	990.0	948.0	8.0	70.0	26.0	0.1	0.8	false	false
131.0	779.0	964.0	8.0	28.0	71.0	0.7	0.2	false	true
200.0	876.0	779.0	8.0	79.0	63.0	0.7	0.7	false	true
74.0	774.0	946.0	9.0	20.0	19.0	0.7	0.8	false	false
140.0	937.0	736.0	8.0	20.0	76.0	0.9	0.3	false	true
212.0	721.0	924.0	6.0	30.0	78.0	0.8	0.7	false	true
60.0	813.0	716.0	6.0	46.0	15.0	0.8	0.9	false	false
278.0	922.0	879.0	10.0	26.0	85.0	0.3	0.2	false	true
255.0	713.0	977.0	6.0	58.0	102.0	0.3	0.6	false	true
95.0	857.0	957.0	9.0	50.0	106.0	0.3	0.9	false	true
92.0	910.0	727.0	6.0	20.0	123.0	0.4	0.3	false	true
188.0	795.0	912.0	5.0	45.0	176.0	0.7	0.7	false	true
144.0	800.0	917.0	6.0	59.0	170.0	0.6	0.8	false	true
222.0	773.0	909.0	10.0	18.0	101.0	0.9	0.2	false	true
272.0	898.0	801.0	8.0	71.0	164.0	0.8	0.5	false	true
287.0	773.0	875.0	9.0	75.0	154.0	0.8	0.8	false	true
241.0	839.0	741.0	7.0	184.0	10.0	0.2	0.3	false	false
78.0	906.0	888.0	8.0	161.0	7.0	0.1	0.6	false	false
103.0	783.0	899.0	6.0	138.0	7.0	0.3	0.9	false	false
243.0	965.0	923.0	10.0	195.0	10.0	0.4	0.3	false	false
259.0	777.0	735.0	7.0	136.0	8.0	0.4	0.4	false	false
222.0	837.0	900.0	6.0	147.0	5.0	0.4	0.8	false	false
246.0	747.0	864.0	6.0	105.0	9.0	0.8	0.1	false	false
222.0	727.0	896.0	5.0	103.0	5.0	0.8	0.4	false	false
199.0	954.0	771.0	5.0	149.0	8.0	0.9	0.8	false	false
184.0	899.0	802.0	9.0	92.0	41.0	0.2	0.2	false	true
97.0	976.0	954.0	7.0	104.0	76.0	0.2	0.7	false	true
263.0	727.0	862.0	5.0	174.0	29.0	0.2	0.8	false	false
94.0	803.0	706.0	5.0	194.0	24.0	0.7	0.2	false	false
228.0	937.0	772.0	10.0	125.0	73.0	0.7	0.7	false	true
134.0	864.0	895.0	7.0	91.0	79.0	0.4	0.9	false	true
280.0	801.0	703.0	8.0	193.0	35.0	0.8	0.2	false	true
82.0	885.0	766.0	5.0	129.0	51.0	0.9	0.4	false	true
259.0	762.0	879.0	9.0	194.0	25.0	0.8	0.8	false	false
128.0	713.0	899.0	6.0	192.0	161.0	0.3	0.3	false	true
113.0	977.0	849.0	8.0	114.0	145.0	0.2	0.6	false	true
51.0	768.0	848.0	9.0	118.0	101.0	0.1	0.9	false	true
105.0	826.0	960.0	5.0	108.0	120.0	0.7	0.2	false	true
198.0	968.0	932.0	9.0	111.0	123.0	0.5	0.5	false	true
199.0	999.0	816.0	8.0	152.0	81.0	0.4	0.8	false	true
215.0	870.0	932.0	10.0	195.0	199.0	0.9	0.1	true	true
81.0	972.0	1000.0	5.0	189.0	158.0	0.8	0.4	false	true
288.0	893.0	813.0	10.0	102.0	133.0	0.9	0.9	false	true
190.0	944.0	712.0	55.0	5.0	6.0	0.1	0.2	false	false
237.0	896.0	799.0	25.0	5.0	6.0	0.2	0.4	false	false
92.0	705.0	891.0	57.0	8.0	9.0	0.1	0.8	false	false
193.0	970.0	897.0	78.0	6.0	10.0	0.7	0.3	false	false
189.0	797.0	847.0	68.0	9.0	6.0	0.5	0.4	false	false
177.0	862.0	785.0	53.0	7.0	7.0	0.4	0.8	false	false
221.0	842.0	762.0	11.0	8.0	10.0	0.8	0.1	false	false
293.0	730.0	951.0	19.0	5.0	9.0	0.8	0.5	false	false
300.0	897.0	799.0	59.0	7.0	8.0	0.8	0.8	false	false
291.0	784.0	810.0	33.0	6.0	66.0	0.2	0.2	false	false
57.0	786.0	783.0	14.0	8.0	42.0	0.2	0.4	false	false
227.0	940.0	990.0	79.0	9.0	24.0	0.1	0.8	false	false
177.0	964.0	732.0	71.0	6.0	43.0	0.5	0.2	false	false
252.0	903.0	720.0	44.0	6.0	39.0	0.5	0.5	false	false
50.0	715.0	832.0	64.0	5.0	36.0	0.5	0.8	false	false
202.0	765.0	899.0	68.0	6.0	76.0	0.8	0.1	false	false
286.0	990.0	832.0	11.0	7.0	66.0	0.8	0.4	false	false
216.0	904.0	844.0	27.0	7.0	21.0	0.8	0.8	false	false
96.0	724.0	841.0	57.0	5.0	110.0	0.3	0.2	false	false
213.0	838.0	741.0	69.0	10.0	87.0	0.1	0.7	false	true
153.0	978.0	795.0	62.0	10.0	177.0	0.1	0.8	false	true
154.0	781.0	953.0	58.0	8.0	103.0	0.5	0.3	false	false
298.0	968.0	925.0	36.0	10.0	160.0	0.7	0.6	false	true
299.0	831.0	948.0	14.0	6.0	117.0	0.5	0.9	false	false
199.0	949.0	894.0	25.0	6.0	101.0	0.9	0.3	false	false
168.0	708.0	739.0	74.0	10.0	90.0	0.9	0.7	false	false
90.0	766.0	882.0	32.0	9.0	121.0	0.9	0.8	false	false
293.0	722.0	980.0	45.0	29.0	10.0	0.3	0.3	false	false
161.0	740.0	943.0	18.0	60.0	8.0	0.2	0.5	false	false
60.0	912.0	870.0	60.0	59.0	5.0	0.2	0.8	false	false
178.0	898.0	771.0	65.0	51.0	8.0	0.7	0.3	false	false
285.0	716.0	722.0	68.0	25.0	9.0	0.6	0.7	false	false
251.0	894.0	884.0	50.0	37.0	8.0	0.6	0.8	false	false
61.0	883.0	786.0	78.0	44.0	10.0	0.8	0.3	false	false
187.0	797.0	999.0	78.0	66.0	6.0	0.8	0.7	false	false
219.0	931.0	748.0	52.0	18.0	10.0	0.8	0.8	false	false
209.0	853.0	820.0	22.0	53.0	37.0	0.1	0.2	false	true
144.0	757.0	842.0	56.0	42.0	59.0	0.3	0.5	false	true
260.0	760.0	895.0	69.0	79.0	20.0	0.1	0.9	false	false
96.0	964.0	990.0	76.0	47.0	21.0	0.4	0.3	false	false
127.0	762.0	733.0	40.0	65.0	73.0	0.5	0.4	false	true
171.0	844.0	802.0	68.0	54.0	61.0	0.5	0.8	false	true
134.0	711.0	931.0	57.0	30.0	41.0	0.8	0.1	false	true
296.0	925.0	742.0	44.0	29.0	31.0	0.9	0.7	false	false
273.0	926.0	828.0	52.0	52.0	25.0	0.9	0.9	false	false
226.0	912.0	728.0	52.0	39.0	185.0	0.3	0.1	false	true
168.0	927.0	761.0	23.0	32.0	175.0	0.2	0.5	false	true
158.0	903.0	983.0	29.0	53.0	142.0	0.3	0.9	false	true
56.0	751.0	974.0	28.0	72.0	159.0	0.7	0.2	false	true
71.0	902.0	804.0	57.0	44.0	180.0	0.4	0.5	false	true
97.0	732.0	960.0	75.0	33.0	182.0	0.6	0.9	false	true
109.0	888.0	721.0	12.0	43.0	102.0	0.8	0.1	false	true
190.0	786.0	903.0	35.0	66.0	135.0	0.9	0.6	false	true
92.0	981.0	866.0	50.0	23.0	168.0	0.9	0.8	false	true
171.0	907.0	809.0	58.0	119.0	6.0	0.2	0.2	false	false
67.0	880.0	985.0	21.0	181.0	10.0	0.1	0.7	false	false
152.0	702.0	730.0	41.0	81.0	6.0	0.3	0.8	false	false
293.0	820.0	937.0	69.0	148.0	6.0	0.7	0.3	false	false
178.0	977.0	935.0	58.0	155.0	9.0	0.6	0.6	false	false
103.0	910.0	795.0	42.0	199.0	6.0	0.6	0.9	false	false
214.0	822.0	787.0	56.0	200.0	7.0	0.8	0.2	false	false
218.0	815.0	717.0	51.0	148.0	7.0	0.8	0.5	false	false
167.0	941.0	844.0	39.0	116.0	10.0	0.9	0.9	false	false
179.0	978.0	918.0	71.0	165.0	69.0	0.3	0.3	false	true
254.0	786.0	744.0	45.0	154.0	50.0	0.3	0.4	false	true
107.0	833.0	883.0	46.0	182.0	18.0	0.2	0.9	false	false
113.0	896.0	904.0	65.0	112.0	64.0	0.4	0.1	false	true
154.0	776.0	893.0	29.0	90.0	12.0	0.6	0.4	false	false
126.0	799.0	757.0	75.0	194.0	13.0	0.5	0.9	false	false
215.0	965.0	867.0	49.0	101.0	12.0	0.8	0.2	false	false
143.0	938.0	896.0	74.0	91.0	45.0	0.8	0.5	false	true
296.0	948.0	765.0	69.0	92.0	66.0	0.9	0.9	false	true
275.0	772.0	943.0	77.0	93.0	142.0	0.3	0.3	false	true
55.0	965.0	785.0	34.0	117.0	112.0	0.2	0.7	false	true
203.0	941.0	844.0	35.0	162.0	91.0	0.1	0.9	false	true
132.0	911.0	814.0	72.0	123.0	92.0	0.7	0.3	false	true
202.0	725.0	842.0	46.0	109.0	118.0	0.4	0.7	false	true
157.0	984.0	801.0	60.0	179.0	185.0	0.5	0.8	false	true
215.0	750.0	990.0	62.0	143.0	111.0	0.9	0.1	false	true
198.0	715.0	990.0	24.0	106.0	137.0	0.9	0.6	false	true
273.0	764.0	870.0	68.0	142.0	146.0	0.9	0.8	false	true
293.0	761.0	772.0	121.0	8.0	9.0	0.2	0.2	false	false
296.0	733.0	833.0	184.0	9.0	6.0	0.2	0.4	false	false
219.0	840.0	798.0	86.0	6.0	10.0	0.3	0.9	false	false
165.0	762.0	947.0	188.0	8.0	5.0	0.6	0.3	false	false
174.0	920.0	845.0	88.0	5.0	5.0	0.4	0.7	false	false
148.0	935.0	855.0	84.0	5.0	6.0	0.7	0.9	false	false
265.0	823.0	725.0	169.0	5.0	6.0	0.9	0.2	false	false
158.0	937.0	771.0	182.0	6.0	7.0	0.9	0.5	false	false
168.0	855.0	834.0	143.0	5.0	10.0	0.8	0.9	false	false
202.0	854.0	756.0	200.0	9.0	14.0	0.1	0.1	false	false
66.0	970.0	911.0	114.0	10.0	57.0	0.3	0.7	false	false
83.0	849.0	752.0	95.0	9.0	61.0	0.1	0.9	false	false
173.0	953.0	855.0	104.0	8.0	64.0	0.7	0.3	false	false
77.0	810.0	910.0	81.0	9.0	64.0	0.5	0.6	false	false
201.0	896.0	853.0	162.0	9.0	24.0	0.7	0.8	false	false
164.0	922.0	739.0	131.0	9.0	62.0	0.9	0.2	false	false
170.0	978.0	795.0	179.0	6.0	44.0	0.9	0.7	false	false
296.0	996.0	899.0	104.0	8.0	18.0	0.8	0.9	false	false
293.0	840.0	760.0	169.0	7.0	147.0	0.2	0.3	false	false
109.0	875.0	760.0	105.0	9.0	178.0	0.3	0.5	false	true
84.0	912.0	729.0	200.0	6.0	135.0	0.3	0.9	false	false
174.0	799.0	825.0	151.0	10.0	187.0	0.4	0.3	false	true
138.0	848.0	751.0	107.0	10.0	91.0	0.5	0.5	false	true
190.0	746.0	968.0	198.0	5.0	96.0	0.4	0.8	false	false
86.0	902.0	805.0	89.0	5.0	190.0	0.8	0.3	false	false
204.0	980.0	797.0	145.0	5.0	118.0	0.8	0.5	false	false
213.0	997.0	900.0	164.0	7.0	164.0	0.8	0.9	false	false
287.0	962.0	944.0	173.0	46.0	7.0	0.3	0.2	false	false
84.0	715.0	832.0	121.0	46.0	9.0	0.3	0.4	false	false
72.0	947.0	905.0	88.0	54.0	9.0	0.3	0.9	false	false
284.0	820.0	870.0	159.0	13.0	6.0	0.6	0.2	false	false
65.0	785.0	920.0	142.0	40.0	9.0	0.7	0.4	false	false
212.0	888.0	815.0	124.0	37.0	9.0	0.6	0.8	false	false
66.0	749.0	969.0	138.0	55.0	10.0	0.9	0.3	false	false
95.0	721.0	801.0	110.0	71.0	7.0	0.8	0.5	false	false
228.0	952.0	769.0	118.0	55.0	10.0	0.8	0.9	false	false
228.0	850.0	876.0	121.0	67.0	40.0	0.1	0.1	false	true
241.0	886.0	703.0	147.0	34.0	70.0	0.1	0.5	false	true
160.0	770.0	887.0	136.0	77.0	62.0	0.2	0.9	false	true
206.0	960.0	954.0	126.0	63.0	61.0	0.6	0.1	false	true
223.0	852.0	969.0	200.0	37.0	74.0	0.5	0.5	false	true
245.0	847.0	732.0	178.0	80.0	53.0	0.4	0.9	false	true
90.0	884.0	934.0	198.0	68.0	68.0	0.8	0.3	false	true
96.0	946.0	849.0	173.0	80.0	78.0	0.9	0.7	false	true
116.0	752.0	709.0	118.0	65.0	65.0	0.9	0.9	false	true
94.0	925.0	742.0	152.0	79.0	107.0	0.2	0.2	false	true
277.0	900.0	717.0	185.0	50.0	109.0	0.3	0.5	false	true
62.0	906.0	809.0	133.0	27.0	108.0	0.1	0.9	false	true
88.0	970.0	787.0	85.0	31.0	168.0	0.6	0.2	false	true
137.0	803.0	782.0	83.0	63.0	121.0	0.4	0.5	false	true
239.0	923.0	740.0	169.0	23.0	122.0	0.4	0.9	false	true
249.0	780.0	789.0	173.0	74.0	133.0	0.9	0.3	false	true
79.0	913.0	816.0	81.0	55.0	89.0	0.9	0.7	false	true
124.0	777.0	894.0	183.0	17.0	156.0	0.9	0.9	false	true
166.0	763.0	898.0	86.0	190.0	6.0	0.3	0.3	false	false
212.0	884.0	848.0	163.0	110.0	5.0	0.1	0.7	false	false
152.0	732.0	972.0	158.0	92.0	10.0	0.2	0.9	false	false
295.0	982.0	868.0	117.0	186.0	7.0	0.4	0.3	false	false
189.0	824.0	940.0	105.0	168.0	7.0	0.7	0.7	false	false
108.0	737.0	854.0	126.0	95.0	9.0	0.5	0.8	false	false
115.0	901.0	718.0	129.0	98.0	7.0	0.9	0.2	false	false
105.0	894.0	859.0	148.0	92.0	7.0	0.9	0.5	false	false
266.0	858.0	786.0	112.0	181.0	7.0	0.8	0.8	false	false
111.0	773.0	890.0	121.0	191.0	76.0	0.2	0.2	false	true
299.0	969.0	927.0	178.0	148.0	55.0	0.3	0.6	false	true
126.0	731.0	989.0	158.0	127.0	69.0	0.3	0.8	false	true
164.0	888.0	791.0	165.0	144.0	15.0	0.6	0.1	false	false
271.0	898.0	756.0	119.0	88.0	18.0	0.4	0.5	false	false
174.0	958.0	984.0	153.0	120.0	26.0	0.6	0.9	false	false
150.0	912.0	729.0	113.0	167.0	63.0	0.9	0.3	false	true
218.0	838.0	818.0	144.0	197.0	65.0	0.8	0.5	false	true
226.0	814.0	971.0	154.0	123.0	15.0	0.8	0.8	false	false
55.0	891.0	708.0	178.0	138.0	184.0	0.3	0.2	false	true
164.0	737.0	958.0	154.0	100.0	132.0	0.3	0.7	false	true
257.0	816.0	719.0	188.0	129.0	178.0	0.2	0.9	false	true
79.0	995.0	898.0	163.0	190.0	136.0	0.5	0.1	false	true
286.0	838.0	802.0	151.0	155.0	129.0	0.6	0.7	false	true
104.0	796.0	898.0	147.0	174.0	83.0	0.4	0.8	false	true
290.0	920.0	840.0	134.0	189.0	100.0	0.8	0.2	false	true
246.0	961.0	725.0	193.0	125.0	192.0	0.8	0.6	false	true
127.0	840.0	746.0	104.0	173.0	82.0	0.8	0.8	false	true
618.0	106.0	99.0	10.0	6.0	9.0	0.3	0.1	false	false
627.0	228.0	179.0	6.0	7.0	5.0	0.2	0.4	false	false
693.0	299.0	197.0	5.0	10.0	5.0	0.2	0.9	false	false
472.0	114.0	109.0	10.0	6.0	6.0	0.5	0.3	false	false
576.0	157.0	209.0	9.0	6.0	7.0	0.5	0.4	false	false
463.0	70.0	220.0	10.0	9.0	9.0	0.6	0.9	false	false
593.0	140.0	231.0	8.0	10.0	5.0	0.9	0.3	false	false
606.0	136.0	294.0	5.0	9.0	7.0	0.9	0.7	false	false
551.0	300.0	182.0	8.0	5.0	5.0	0.9	0.9	false	false
411.0	182.0	74.0	5.0	7.0	36.0	0.1	0.1	false	false
457.0	183.0	235.0	9.0	7.0	30.0	0.1	0.5	false	false
479.0	163.0	70.0	7.0	10.0	59.0	0.3	0.8	false	false
650.0	89.0	83.0	7.0	8.0	60.0	0.4	0.1	false	false
438.0	53.0	186.0	6.0	7.0	54.0	0.7	0.4	false	false
557.0	161.0	170.0	6.0	6.0	77.0	0.4	0.8	false	false
309.0	273.0	117.0	6.0	7.0	48.0	0.9	0.1	false	false
356.0	246.0	298.0	9.0	9.0	11.0	0.9	0.6	false	false
471.0	146.0	289.0	10.0	6.0	16.0	0.9	0.8	false	false
622.0	94.0	153.0	5.0	9.0	83.0	0.3	0.3	false	false
393.0	141.0	92.0	6.0	7.0	92.0	0.1	0.4	false	false
376.0	101.0	52.0	6.0	7.0	120.0	0.1	0.8	false	false
620.0	100.0	163.0	9.0	7.0	186.0	0.6	0.1	false	false
348.0	171.0	127.0	7.0	5.0	121.0	0.4	0.5	false	false
487.0	51.0	158.0	7.0	9.0	176.0	0.7	0.8	false	false
314.0	129.0	181.0	7.0	5.0	141.0	0.8	0.3	false	false
563.0	84.0	136.0	8.0	6.0	137.0	0.9	0.7	false	false
397.0	235.0	287.0	7.0	5.0	151.0	0.8	0.8	false	false
514.0	84.0	179.0	8.0	25.0	5.0	0.2	0.2	false	false
639.0	249.0	50.0	8.0	52.0	5.0	0.2	0.4	false	false
697.0	116.0	259.0	10.0	36.0	6.0	0.2	0.9	false	false
668.0	165.0	72.0	5.0	78.0	10.0	0.5	0.3	false	false
349.0	147.0	88.0	8.0	60.0	5.0	0.5	0.5	false	false
548.0	213.0	154.0	10.0	69.0	7.0	0.5	0.8	false	false
493.0	101.0	259.0	5.0	47.0	5.0	0.9	0.2	false	false
661.0	248.0	155.0	6.0	80.0	7.0	0.9	0.7	false	false
304.0	85.0	287.0	5.0	40.0	7.0	0.8	0.9	false	false
660.0	236.0	288.0	5.0	33.0	62.0	0.1	0.1	false	true
303.0	272.0	171.0	5.0	25.0	11.0	0.3	0.7	false	false
486.0	288.0	196.0	9.0	70.0	67.0	0.2	0.9	false	true
309.0	100.0	243.0	5.0	34.0	78.0	0.6	0.1	false	true
373.0	78.0	236.0	9.0	30.0	26.0	0.4	0.4	false	false
615.0	160.0	101.0	9.0	23.0	24.0	0.7	0.9	false	false
348.0	274.0	182.0	7.0	78.0	75.0	0.8	0.2	false	true
623.0	200.0	83.0	6.0	63.0	32.0	0.9	0.7	false	false
384.0	255.0	250.0	7.0	69.0	43.0	0.8	0.8	false	false
358.0	193.0	144.0	8.0	73.0	174.0	0.1	0.2	false	true
635.0	238.0	189.0	8.0	25.0	110.0	0.1	0.5	false	true
449.0	264.0	215.0	9.0	62.0	116.0	0.1	0.9	false	true
671.0	151.0	107.0	10.0	14.0	162.0	0.7	0.1	false	true
340.0	190.0	184.0	5.0	28.0	83.0	0.4	0.7	false	true
301.0	66.0	199.0	5.0	75.0	180.0	0.6	0.8	false	true
378.0	155.0	101.0	10.0	18.0	112.0	0.9	0.1	false	true
384.0	66.0	172.0	5.0	16.0	189.0	0.8	0.6	false	true
530.0	293.0	180.0	9.0	61.0	132.0	0.9	0.9	false	true
386.0	133.0	83.0	6.0	148.0	7.0	0.2	0.1	false	false
677.0	275.0	270.0	5.0	119.0	6.0	0.1	0.7	false	false
447.0	137.0	189.0	8.0	197.0	9.0	0.2	0.9	false	false
353.0	278.0	170.0	10.0	181.0	7.0	0.4	0.1	false	false
643.0	102.0	235.0	9.0	164.0	10.0	0.6	0.7	false	false
522.0	232.0	139.0	8.0	195.0	9.0	0.7	0.9	false	false
445.0	50.0	157.0	9.0	108.0	8.0	0.8	0.2	false	false
404.0	221.0	167.0	8.0	132.0	8.0	0.8	0.5	false	false
421.0	55.0	213.0	6.0	158.0	7.0	0.8	0.8	false	false
520.0	235.0	186.0	8.0	117.0	43.0	0.1	0.1	false	false
522.0	290.0	284.0	10.0	142.0	57.0	0.1	0.6	false	true
318.0	98.0	150.0	7.0	91.0	11.0	0.3	0.9	false	false
372.0	213.0	299.0	6.0	140.0	67.0	0.4	0.3	false	true
361.0	162.0	113.0	7.0	183.0	57.0	0.4	0.5	false	true
485.0	286.0	126.0	10.0	154.0	62.0	0.5	0.9	false	true
502.0	124.0	267.0	7.0	192.0	48.0	0.9	0.2	false	true
684.0	169.0	179.0	8.0	111.0	43.0	0.8	0.4	false	false
636.0	73.0	275.0	9.0	155.0	11.0	0.8	0.8	false	false
350.0	231.0	293.0	9.0	147.0	196.0	0.3	0.1	false	true
